simID	Nanc	Ncur	Time
sim3567	3443	781	16
sim3568	12921	289	161
sim3569	143	45488	346
sim3570	198	90	13
sim3571	7870	141	61
sim3572	22086	1370	84
sim3573	17	2733	13
sim3574	16	1707	310
sim3575	34599	27110	372
sim3576	40055	33243	1561
sim3577	282	557	536
sim3578	180	278	18
sim3579	264	22	19
sim3580	32	302	280
sim3581	71	25	14
sim3582	20	6269	32
sim3583	11	1194	18
sim3584	4764	447	13
sim3585	584	17869	469
sim3586	12398	5237	1716
sim3587	6849	5882	41
sim3588	1249	7817	2851
sim3589	532	324	68
sim3590	3610	28	22
sim3591	3371	4646	17
sim3592	1808	5803	12
sim3593	27	50	12
sim3594	13	49836	2162
sim3595	35890	276	94
sim3596	6097	40	24
sim3597	451	19442	1768
sim3598	6470	424	16
sim3599	84	38700	15303
sim3600	26434	24158	19
sim3601	7304	867	245
sim3602	23	27	13
sim3603	138	339	81
sim3604	11185	2664	35
sim3605	24	26	15
sim3606	114	55	15
sim3607	3481	2597	35
sim3608	53	2752	182
sim3609	16	1579	569
sim3610	11589	1580	62
sim3611	17	21	19
sim3612	585	121	18
sim3613	3123	2598	25
sim3614	152	176	25
sim3615	131	1064	264
sim3616	1001	11558	169
sim3617	79	40730	39
sim3618	293	2619	781
sim3619	18	53	12
sim3620	73	177	119
sim3621	2808	470	24
sim3622	1163	2942	20
sim3623	22059	6830	1246
sim3624	9124	18	16
sim3625	28138	22755	26
sim3626	10888	38335	2635
sim3627	25	292	24
sim3628	9676	3217	50
sim3629	75	31546	94
sim3630	252	202	39
sim3631	76	119	16
sim3632	266	1513	314
sim3633	14913	154	28
sim3634	1738	5135	110
sim3635	65	7288	36
sim3636	27	41	32
sim3637	820	447	70
sim3638	20	594	36
sim3639	735	200	154
sim3640	46844	1513	37
sim3641	8616	881	64
sim3642	753	31103	317
sim3643	2585	249	10
sim3644	1201	5465	969
sim3645	190	8494	726
sim3646	34948	156	35
sim3647	2071	14	13
sim3648	765	11962	10136
sim3649	5573	2145	1709
sim3650	164	9334	2406
sim3651	30086	11563	13
sim3652	176	53	10
sim3653	8840	5705	599
sim3654	432	32591	81
sim3655	11340	5239	122
sim3656	1593	129	17
sim3657	34	14302	39
sim3658	29338	162	32
sim3659	3074	798	450
sim3660	428	67	65
sim3661	212	122	51
sim3662	8524	31771	24992
sim3663	13	36	21
sim3664	266	551	53
sim3665	361	180	47
sim3666	4082	55	17
sim3667	947	18	10
sim3668	7135	243	18
sim3669	33	9886	131
sim3670	7383	153	53
sim3671	48	91	50
sim3672	552	10019	14
sim3673	441	395	37
sim3674	11	11	11
sim3675	13	7844	34
sim3676	91	18	15
sim3677	6227	46325	7805
sim3678	403	9769	182
sim3679	7513	41	40
sim3680	62	543	13
sim3681	22	15365	48
sim3682	10784	650	20
sim3683	28	493	31
sim3684	1914	3339	2016
sim3685	2107	203	15
sim3686	117	546	46
sim3687	6821	197	21
sim3688	29085	777	19
sim3689	2918	4800	681
sim3690	28623	564	122
sim3691	293	30947	56
sim3692	95	30	26
sim3693	21	1503	18
sim3694	5695	6454	1097
sim3695	36	149	71
sim3696	96	91	19
sim3697	101	791	256
sim3698	65	8826	1707
sim3699	27705	11	11
sim3700	70	190	161
sim3701	1149	60	48
sim3702	109	17	16
sim3703	1715	10	10
sim3704	292	46459	4130
sim3705	188	64	19
sim3706	36	42838	4073
sim3707	10508	3978	143
sim3708	32	1264	36
sim3709	141	176	70
sim3710	281	15464	428
sim3711	1152	6909	104
sim3712	939	600	175
sim3713	11175	822	808
sim3714	2068	678	20
sim3715	18	3877	1027
sim3716	1948	46	37
sim3717	163	482	53
sim3718	6656	2664	365
sim3719	118	4887	29
sim3720	11	769	357
sim3721	9017	3133	200
sim3722	14578	6950	369
sim3723	605	10373	745
sim3724	114	95	15
sim3725	28	23	16
sim3726	26	8050	6412
sim3727	7711	7179	36
sim3728	25	87	77
sim3729	183	1852	35
sim3730	29	15	14
sim3731	357	26	12
sim3732	2302	470	104
sim3733	16	28	19
sim3734	1219	580	23
sim3735	6953	47	26
sim3736	24	47	25
sim3737	140	13	11
sim3738	2459	41572	77
sim3739	15460	48267	684
sim3740	499	384	165
sim3741	21	6970	4536
sim3742	1157	14670	35
sim3743	34	26	24
sim3744	6309	18	13
sim3745	30	30	16
sim3746	23	314	148
sim3747	27927	3457	238
sim3748	17	41	27
sim3749	16	14706	3651
sim3750	174	314	16
sim3751	31	859	519
sim3752	13482	229	14
sim3753	13	125	13
sim3754	517	20	16
sim3755	69	36	11
sim3756	432	349	163
sim3757	2131	933	30
sim3758	411	2876	674
sim3759	26294	723	14
sim3760	300	10602	1432
sim3761	16160	132	52
sim3762	1847	443	21
sim3763	15826	570	189
sim3764	24763	11	10
sim3765	43810	44	30
sim3766	501	88	67
sim3767	154	969	426
sim3768	128	190	37
sim3769	15673	5014	20
sim3770	64	18233	8683
sim3771	385	14	13
sim3772	17	62	23
sim3773	3038	72	15
sim3774	17298	9484	6026
sim3775	1608	22	11
sim3776	3280	25427	17820
sim3777	19	70	57
sim3778	1930	103	54
sim3779	380	361	11
sim3780	924	40575	2238
sim3781	136	76	57
sim3782	34014	477	143
sim3783	331	461	43
sim3784	1115	28	15
sim3785	9774	9629	22
sim3786	166	2614	197
sim3787	40216	1275	42
sim3788	12	5666	312
sim3789	4265	455	74
sim3790	22	576	343
sim3791	19796	3183	19
sim3792	16486	9574	196
sim3793	238	37	13
sim3794	564	3407	490
sim3795	8988	26971	20
sim3796	3128	39	28
sim3797	3834	11287	1000
sim3798	5172	26919	24
sim3799	115	61	29
sim3800	2111	20072	42
sim3801	28	39	25
sim3802	68	21543	529
sim3803	1829	499	32
sim3804	177	886	55
sim3805	17358	265	32
sim3806	2644	20340	73
sim3807	1112	5849	308
sim3808	117	73	59
sim3809	17336	15992	1096
sim3810	267	7488	2706
sim3811	8109	163	99
sim3812	3268	1694	13
sim3813	4791	1005	737
sim3814	8583	1429	237
sim3815	2368	315	27
sim3816	885	7436	56
sim3817	4211	639	12
sim3818	78	107	31
sim3819	292	632	51
sim3820	1977	43710	84
sim3821	553	35075	14
sim3822	12	14	10
sim3823	227	242	146
sim3824	1002	20310	190
sim3825	1243	8378	224
sim3826	114	385	76
sim3827	1163	44	14
sim3828	98	18958	2241
sim3829	313	6646	1355
sim3830	2424	17	10
sim3831	26989	13	11
sim3832	152	307	39
sim3833	6486	967	152
sim3834	493	6226	14
sim3835	384	439	104
sim3836	47266	60	29
sim3837	46	10162	30
sim3838	25	17	11
sim3839	231	48155	1365
sim3840	22191	34493	9315
sim3841	168	23702	736
sim3842	304	41183	9017
sim3843	10228	20771	26
sim3844	1831	7621	40
sim3845	178	16	15
sim3846	9598	1676	180
sim3847	44533	6925	1018
sim3848	1132	1446	268
sim3849	10	84	66
sim3850	3462	948	79
sim3851	122	27	26
sim3852	25	50	43
sim3853	25	37	17
sim3854	1917	662	16
sim3855	14	908	61
sim3856	366	21	12
sim3857	17009	7593	26
sim3858	72	1020	36
sim3859	26	28	24
sim3860	52	691	178
sim3861	2958	625	33
sim3862	397	331	128
sim3863	9709	3803	410
sim3864	13143	371	15
sim3865	35488	480	458
sim3866	23	49	47
sim3867	184	90	13
sim3868	506	15310	536
sim3869	1727	100	58
sim3870	34455	991	148
sim3871	1536	12	12
sim3872	3742	40466	4929
sim3873	15	30691	10599
sim3874	9191	25615	22625
sim3875	15543	14	12
sim3876	2996	26	15
sim3877	436	18	17
sim3878	6370	112	18
sim3879	58	16	13
sim3880	27	46302	70
sim3881	49695	438	27
sim3882	10594	13891	78
sim3883	8004	1445	11
sim3884	939	237	14
sim3885	7126	3711	751
sim3886	104	380	169
sim3887	4504	134	22
sim3888	236	780	10
sim3889	7741	22	13
sim3890	914	284	28
sim3891	68	389	53
sim3892	84	13	13
sim3893	20	854	18
sim3894	4005	263	166
sim3895	2013	32759	310
sim3896	822	137	117
sim3897	5136	177	13
sim3898	13	9897	41
sim3899	34	8661	3490
sim3900	2493	39	17
sim3901	834	1767	41
sim3902	119	274	87
sim3903	105	501	65
sim3904	148	25	14
sim3905	18861	7209	138
sim3906	205	134	31
sim3907	1188	108	26
sim3908	3234	138	87
sim3909	10	303	58
sim3910	13	3889	15
sim3911	8034	1624	16
sim3912	77	6293	13
sim3913	16853	1431	1380
sim3914	22	456	25
sim3915	464	780	106
sim3916	1580	690	20
sim3917	17136	13148	2169
sim3918	2074	15274	6290
sim3919	733	15658	10119
sim3920	3263	6852	1158
sim3921	17	552	37
sim3922	40	42	35
sim3923	28	2735	2308
sim3924	12	788	417
sim3925	133	25481	4759
sim3926	3763	41	11
sim3927	41	72	15
sim3928	33	2532	446
sim3929	183	3702	94
sim3930	34662	36	20
sim3931	5114	8468	42
sim3932	708	11180	1744
sim3933	26935	639	35
sim3934	4047	103	27
sim3935	37	554	147
sim3936	1626	26253	656
sim3937	13	68	36
sim3938	5219	10	10
sim3939	63	4834	12
sim3940	2071	369	211
sim3941	166	17	17
sim3942	8217	38449	111
sim3943	4686	1360	78
sim3944	180	38	34
sim3945	66	4217	13
sim3946	1279	23933	304
sim3947	14	96	11
sim3948	2187	17	16
sim3949	891	8955	58
sim3950	13	94	20
sim3951	96	943	500
sim3952	4846	17793	4474
sim3953	15846	12	10
sim3954	36307	1561	209
sim3955	8699	20334	98
sim3956	67	38	30
sim3957	5317	710	585
sim3958	3225	2083	84
sim3959	25	46454	25041
sim3960	24905	57	31
sim3961	14676	201	24
sim3962	374	1046	140
sim3963	686	2308	102
sim3964	10733	30	26
sim3965	7244	73	14
sim3966	3110	6771	117
sim3967	115	993	30
sim3968	90	2550	2331
sim3969	43	6742	78
sim3970	2846	3338	267
sim3971	2439	630	182
sim3972	37	1148	438
sim3973	42982	14678	335
sim3974	432	12	11
sim3975	15173	36960	44
sim3976	1414	11	11
sim3977	41413	19	15
sim3978	73	77	73
sim3979	2567	15361	2277
sim3980	13943	10068	78
sim3981	45098	802	508
sim3982	13	73	14
sim3983	7346	1888	117
sim3984	45	277	16
sim3985	156	1673	543
sim3986	19191	1998	95
sim3987	8941	7635	51
sim3988	65	82	23
sim3989	257	3863	18
sim3990	20	16	13
sim3991	2220	12	12
sim3992	44513	2872	89
sim3993	1234	2391	2065
sim3994	3174	13	11
sim3995	2835	629	19
sim3996	10591	65	29
sim3997	26073	193	175
sim3998	13579	457	85
sim3999	596	4207	27
sim4000	14527	10	10
sim4001	9254	15	10
sim4002	274	829	73
sim4003	28273	21780	1590
sim4004	279	114	17
sim4005	505	9678	897
sim4006	39	3278	97
sim4007	956	469	18
sim4008	43	142	40
sim4009	12409	12876	63
sim4010	79	3303	246
sim4011	792	22828	5198
sim4012	13	17787	133
sim4013	452	20	11
sim4014	15	15	15
sim4015	15	290	64
sim4016	346	763	54
sim4017	307	1834	84
sim4018	10	2269	16
sim4019	3181	47044	1895
sim4020	37844	9433	100
sim4021	21	31	14
sim4022	683	50	31
sim4023	40	629	519
sim4024	18	1378	706
sim4025	10610	119	13
sim4026	27	11	10
sim4027	5010	38414	34428
sim4028	7489	74	23
sim4029	27844	5472	13
sim4030	31	1588	57
sim4031	20325	16	11
sim4032	14575	175	25
sim4033	52	253	38
sim4034	24443	11588	8150
sim4035	247	29998	463
sim4036	5063	4126	739
sim4037	422	5122	31
sim4038	16	48	20
sim4039	2212	4129	3181
sim4040	39	269	164
sim4041	17912	2920	874
sim4042	400	63	41
sim4043	23	834	775
sim4044	1244	35	33
sim4045	1007	7479	61
sim4046	1063	52	16
sim4047	12270	17654	234
sim4048	4013	68	12
sim4049	1720	451	10
sim4050	427	387	11
sim4051	10	1275	16
sim4052	377	9793	2177
sim4053	25	62	12
sim4054	157	466	90
sim4055	7757	9069	1871
sim4056	22954	1537	53
sim4057	12916	38	24
sim4058	383	11	11
sim4059	15683	25	14
sim4060	38652	25	12
sim4061	31	182	27
sim4062	440	304	32
sim4063	4218	44	29
sim4064	4493	2521	780
sim4065	45	398	69
sim4066	463	393	17
sim4067	17	41	38
sim4068	30176	264	199
sim4069	13601	1099	75
sim4070	2247	20751	1634
sim4071	25	89	60
sim4072	22746	20902	9519
sim4073	22	17371	800
sim4074	43	15084	16
sim4075	427	665	249
sim4076	42569	22	19
sim4077	10	9095	78
sim4078	7118	9537	2358
sim4079	35	5609	49
sim4080	2956	30340	21
sim4081	3128	2158	22
sim4082	17447	1745	351
sim4083	799	1246	237
sim4084	2735	2337	102
sim4085	4837	226	70
sim4086	38	87	29
sim4087	19044	21	16
sim4088	92	1173	27
sim4089	37	522	410
sim4090	35538	25	25
sim4091	48078	1230	20
sim4092	168	590	346
sim4093	72	143	36
sim4094	46	11	11
sim4095	5732	351	36
sim4096	72	8293	23
sim4097	2213	18	14
sim4098	2512	109	13
sim4099	125	6120	36
sim4100	16927	97	66
sim4101	48884	178	55
sim4102	47116	2859	126
sim4103	16	12000	2577
sim4104	23620	137	22
sim4105	24	37254	3883
sim4106	40851	85	23
sim4107	25	1137	36
sim4108	639	6331	760
sim4109	9695	26663	4895
sim4110	31076	7663	1820
sim4111	50	124	16
sim4112	12897	15970	6926
sim4113	631	2184	23
sim4114	11	26572	532
sim4115	141	314	291
sim4116	74	39895	34575
sim4117	11	3448	2097
sim4118	38973	81	41
sim4119	43	36	12
sim4120	1823	47618	36
sim4121	69	248	114
sim4122	62	112	15
sim4123	5363	2296	16
sim4124	81	1524	13
sim4125	5597	10	10
sim4126	803	19	12
sim4127	7530	19	18
sim4128	16	44197	16019
sim4129	177	705	24
sim4130	5609	104	36
sim4131	7761	480	17
sim4132	358	15830	317
sim4133	77	129	27
sim4134	41950	39	11
sim4135	2713	3404	171
sim4136	225	16	14
sim4137	103	7519	3320
sim4138	5499	88	77
sim4139	14	141	12
sim4140	12	129	77
sim4141	15377	4444	69
sim4142	33	14932	9246
sim4143	1220	75	15
sim4144	46880	521	18
sim4145	69	1123	88
sim4146	59	26	20
sim4147	5004	152	59
sim4148	13	4339	2003
sim4149	35540	40475	531
sim4150	44780	606	176
sim4151	224	18678	34
sim4152	235	19373	71
sim4153	688	33	15
sim4154	523	16	10
sim4155	5137	17	11
sim4156	1680	764	219
sim4157	163	716	377
sim4158	7989	158	12
sim4159	7359	31489	598
sim4160	17	14107	3856
sim4161	1238	24153	449
sim4162	18004	11957	3772
sim4163	49	114	82
sim4164	72	1536	533
sim4165	8398	1053	90
sim4166	15641	90	77
sim4167	103	4462	133
sim4168	49471	629	213
sim4169	307	757	204
sim4170	21	374	73
sim4171	65	480	204
sim4172	6481	148	64
sim4173	27489	29279	4697
sim4174	102	11	10
sim4175	32656	189	30
sim4176	13	2218	12
sim4177	2252	6181	1893
sim4178	10	12998	1935
sim4179	20	31085	17688
sim4180	98	13471	23
sim4181	828	2234	1776
sim4182	3471	23040	34
sim4183	89	798	79
sim4184	17	47	14
sim4185	69	31	14
sim4186	63	44337	113
sim4187	34	17	16
sim4188	83	131	17
sim4189	111	15837	2684
sim4190	264	3088	647
sim4191	14	12	11
sim4192	9520	100	93
sim4193	2298	2990	203
sim4194	12	1577	171
sim4195	296	477	15
sim4196	1150	193	19
sim4197	16	25924	12
sim4198	62	21	16
sim4199	3945	73	22
sim4200	12	61	37
sim4201	228	12	11
sim4202	54	11582	49
sim4203	2254	1044	1027
sim4204	11931	65	62
sim4205	1745	29	17
sim4206	16	454	29
sim4207	2203	4423	31
sim4208	107	479	36
sim4209	85	16902	1794
sim4210	22	9022	52
sim4211	2950	397	215
sim4212	25135	1881	96
sim4213	20455	115	56
sim4214	1755	1353	41
sim4215	23299	78	43
sim4216	15367	443	188
sim4217	302	56	22
sim4218	4929	53	50
sim4219	14	20	13
sim4220	5325	51	40
sim4221	1790	84	41
sim4222	402	785	107
sim4223	4231	4555	282
sim4224	253	15	13
sim4225	33499	1518	25
sim4226	26	6204	2211
sim4227	32564	3394	216
sim4228	446	423	362
sim4229	6412	1406	418
sim4230	91	452	73
sim4231	21	5627	18
sim4232	11604	19374	14855
sim4233	56	332	53
sim4234	20746	205	19
sim4235	19	224	18
sim4236	1803	60	16
sim4237	11	23284	119
sim4238	12	4101	11
sim4239	21018	12509	25
sim4240	82	6342	1635
sim4241	11	38	26
sim4242	3230	2064	743
sim4243	8929	2955	177
sim4244	442	79	35
sim4245	200	15052	141
sim4246	26	2379	208
sim4247	41	542	294
sim4248	36	171	96
sim4249	64	183	13
sim4250	1315	20177	12706
sim4251	683	16921	2231
sim4252	2570	512	123
sim4253	85	12	11
sim4254	991	81	15
sim4255	24	14	12
sim4256	687	347	30
sim4257	735	17	17
sim4258	128	346	23
sim4259	28	12	10
sim4260	447	19356	54
sim4261	5000	387	13
sim4262	7352	28	26
sim4263	459	112	86
sim4264	1923	1230	931
sim4265	736	21	12
sim4266	38994	549	135
sim4267	8144	402	70
sim4268	544	672	16
sim4269	58	42603	29323
sim4270	77	1632	54
sim4271	69	56	50
sim4272	683	2117	148
sim4273	215	184	12
sim4274	29	26	16
sim4275	6104	23	13
sim4276	269	2095	1006
sim4277	39644	42	17
sim4278	12	37977	25049
sim4279	45918	1007	28
sim4280	335	451	122
sim4281	1849	1400	125
sim4282	30	58	33
sim4283	1338	234	154
sim4284	247	44	18
sim4285	1682	1275	123
sim4286	63	531	36
sim4287	12	436	193
sim4288	5870	7098	29
sim4289	30873	22	12
sim4290	21073	1161	394
sim4291	6363	27	24
sim4292	1054	1006	61
sim4293	31744	13416	37
sim4294	22	826	523
sim4295	99	4286	3040
sim4296	1471	259	85
sim4297	5599	1210	890
sim4298	15110	110	14
sim4299	264	35	15
sim4300	1334	25657	56
sim4301	43671	518	55
sim4302	1026	17760	15171
sim4303	15	18325	328
sim4304	119	88	52
sim4305	24	12	11
sim4306	25	46	13
sim4307	16050	193	102
sim4308	33	61	13
sim4309	407	12	10
sim4310	11	60	43
sim4311	207	37	12
sim4312	77	50	28
sim4313	392	238	33
sim4314	2064	351	106
sim4315	15103	299	47
sim4316	23	588	138
sim4317	7912	38	13
sim4318	13	19	17
sim4319	861	22306	156
sim4320	343	35	18
sim4321	33	26	13
sim4322	7742	6241	1719
sim4323	87	16	10
sim4324	1936	2744	38
sim4325	40	55	21
sim4326	50	10137	19
sim4327	15	501	340
sim4328	4535	257	49
sim4329	16	8803	16
sim4330	17	1404	85
sim4331	140	745	671
sim4332	1088	48962	1526
sim4333	479	11	10
sim4334	337	38556	30991
sim4335	448	5417	24
sim4336	48	2838	1302
sim4337	24153	606	38
sim4338	4524	174	33
sim4339	22801	53	19
sim4340	28	62	20
sim4341	24	1280	17
sim4342	593	995	64
sim4343	149	17647	2131
sim4344	246	326	62
sim4345	174	27298	479
sim4346	20498	219	18
sim4347	1940	305	22
sim4348	421	470	11
sim4349	16664	282	43
sim4350	29	12253	70
sim4351	101	3051	128
sim4352	536	973	72
sim4353	43813	3330	10
sim4354	25836	328	78
sim4355	137	23925	5255
sim4356	12	207	15
sim4357	207	296	178
sim4358	7255	445	427
sim4359	116	41	39
sim4360	809	17859	455
sim4361	560	41	26
sim4362	356	13645	154
sim4363	109	3925	236
sim4364	17881	33	17
sim4365	238	6733	11
sim4366	54	172	133
sim4367	12	2457	604
sim4368	603	169	42
sim4369	5457	7944	163
sim4370	42	41	17
sim4371	745	12151	701
sim4372	3377	578	514
sim4373	32	39500	1116
sim4374	3725	59	51
sim4375	15	115	38
sim4376	18196	10327	7338
sim4377	53	1501	26
sim4378	1995	12	10
sim4379	7211	4891	32
sim4380	520	5789	1047
sim4381	17	141	39
sim4382	19183	1293	43
sim4383	24936	58	13
sim4384	41029	252	25
sim4385	36	18	16
sim4386	2686	11319	20
sim4387	2060	29263	9227
sim4388	1056	24	19
sim4389	49837	3565	887
sim4390	10091	217	56
sim4391	16279	4168	88
sim4392	7389	274	32
sim4393	73	158	18
sim4394	43	1200	510
sim4395	7588	1034	22
sim4396	31255	991	910
sim4397	156	1230	48
sim4398	22934	20	19
sim4399	5521	2112	73
sim4400	108	10457	78
sim4401	16828	14669	1003
sim4402	9002	53	31
sim4403	571	20041	2332
sim4404	12792	15065	71
sim4405	21	32	15
sim4406	58	35801	916
sim4407	96	32	17
sim4408	526	11244	28
sim4409	155	1364	189
sim4410	242	177	14
sim4411	965	64	59
sim4412	723	707	78
sim4413	7401	11049	1375
sim4414	45085	7980	764
sim4415	271	21448	22
sim4416	101	19	17
sim4417	1641	22	11
sim4418	14	50	11
sim4419	395	11842	90
sim4420	2812	145	46
sim4421	110	263	11
sim4422	205	29527	22
sim4423	731	2884	698
sim4424	1671	5577	3967
sim4425	16997	319	15
sim4426	5937	15	11
sim4427	46	31	17
sim4428	197	22742	50
sim4429	21	145	24
sim4430	593	76	43
sim4431	1813	9365	5421
sim4432	264	15601	235
sim4433	1187	697	164
sim4434	16	83	10
sim4435	36014	1201	390
sim4436	11	65	30
sim4437	48175	23256	2909
sim4438	11838	28430	149
sim4439	736	6552	497
sim4440	1228	7015	433
sim4441	5224	568	22
sim4442	32969	1462	14
sim4443	19565	26043	14
sim4444	6196	22	22
sim4445	1280	169	154
sim4446	1999	24	19
sim4447	3245	29	13
sim4448	15261	2517	2476
sim4449	35451	16510	923
sim4450	432	12550	630
sim4451	49	43	26
sim4452	388	1075	22
sim4453	873	6078	10
sim4454	8800	40	20
sim4455	117	649	41
sim4456	46	519	142
sim4457	3546	203	120
sim4458	133	1714	434
sim4459	27413	2357	39
sim4460	152	13	11
sim4461	80	129	29
sim4462	5442	10970	3515
sim4463	81	2327	141
sim4464	48806	802	104
sim4465	21	2471	275
sim4466	95	2308	1703
sim4467	5124	13	11
sim4468	7624	871	52
sim4469	456	47	22
sim4470	18708	31	28
sim4471	4797	19588	209
sim4472	38805	28182	4897
sim4473	14720	12896	1394
sim4474	456	130	90
sim4475	114	13620	12372
sim4476	795	29403	14
sim4477	8824	870	359
sim4478	446	430	124
sim4479	13	15	14
sim4480	604	253	73
sim4481	192	18649	7568
sim4482	1157	11	10
sim4483	682	151	37
sim4484	12	37	12
sim4485	12439	44	15
sim4486	69	1734	526
sim4487	1600	40	38
sim4488	2180	544	25
sim4489	163	12905	1504
sim4490	845	44013	1969
sim4491	58	200	44
sim4492	453	25	22
sim4493	44	7637	363
sim4494	4085	92	14
sim4495	151	44183	14164
sim4496	12399	1996	93
sim4497	1391	1240	303
sim4498	19875	13	11
sim4499	30083	530	11
sim4500	17	317	69
sim4501	346	294	64
sim4502	342	986	930
sim4503	174	7688	120
sim4504	2418	15	15
sim4505	11	27853	6972
sim4506	262	262	22
sim4507	21	19	11
sim4508	29	748	68
sim4509	11	70	52
sim4510	23769	2277	158
sim4511	1988	24	14
sim4512	1285	233	11
sim4513	38	121	39
sim4514	199	667	19
sim4515	1448	56	17
sim4516	286	12	11
sim4517	26	7681	4385
sim4518	19311	9993	1026
sim4519	7677	3117	633
sim4520	3234	567	548
sim4521	5188	2047	55
sim4522	3299	167	42
sim4523	14376	43163	32489
sim4524	16	541	22
sim4525	151	1469	1242
sim4526	42199	424	12
sim4527	4934	24	11
sim4528	1055	4535	12
sim4529	18237	24433	12
sim4530	923	702	312
sim4531	8746	225	22
sim4532	25781	16708	747
sim4533	843	558	129
sim4534	269	5965	29
sim4535	9000	12654	7938
sim4536	14832	3318	35
sim4537	3507	41	28
sim4538	586	26	22
sim4539	148	45754	84
sim4540	2044	22691	76
sim4541	289	706	12
sim4542	30	26	16
sim4543	3753	4390	591
sim4544	9092	43	41
sim4545	19276	2428	23
sim4546	44	172	150
sim4547	5139	696	23
sim4548	12487	11389	109
sim4549	3186	1538	10
sim4550	4073	1736	270
sim4551	8285	40	24
sim4552	39	20068	4933
sim4553	1581	448	15
sim4554	7246	850	107
sim4555	18947	35907	9921
sim4556	45268	1154	1037
sim4557	446	28	20
sim4558	466	319	68
sim4559	10	21	18
sim4560	41728	516	30
sim4561	40599	1236	68
sim4562	133	2378	73
sim4563	1179	4440	124
sim4564	54	869	484
sim4565	28692	3042	10
sim4566	170	4992	18
sim4567	18	37	10
sim4568	148	10	10
sim4569	64	1122	41
sim4570	13577	4070	85
sim4571	2285	17191	956
sim4572	42	32	21
sim4573	251	12670	1013
sim4574	144	9103	2646
sim4575	1050	761	389
sim4576	134	3605	382
sim4577	4897	7104	70
sim4578	511	59	16
sim4579	881	131	10
sim4580	2598	3353	12
sim4581	16787	38176	1682
sim4582	24	49264	15703
sim4583	27	922	66
sim4584	539	6449	471
sim4585	2466	1446	33
sim4586	10230	11176	10
sim4587	62	16	13
sim4588	3019	109	107
sim4589	296	38390	177
sim4590	1590	50	11
sim4591	151	807	434
sim4592	14	22031	5784
sim4593	21401	195	48
sim4594	61	1326	1286
sim4595	33	95	52
sim4596	33984	53	12
sim4597	247	5733	26
sim4598	30	8873	999
sim4599	46	5583	825
sim4600	14296	689	12
sim4601	127	1755	36
sim4602	4340	80	15
sim4603	9183	523	325
sim4604	318	2120	32
sim4605	119	502	228
sim4606	4210	2957	67
sim4607	15	5281	12
sim4608	773	4682	81
sim4609	169	250	183
sim4610	53	169	99
sim4611	1107	226	154
sim4612	1980	24974	2557
sim4613	19	13	11
sim4614	31	25	20
sim4615	1015	60	12
sim4616	13	9289	1055
sim4617	16110	40	25
sim4618	7941	11	11
sim4619	685	9808	1680
sim4620	82	6451	1154
sim4621	2072	85	11
sim4622	1396	11695	3296
sim4623	642	5618	4473
sim4624	37563	441	251
sim4625	40625	19	15
sim4626	145	2864	1194
sim4627	6668	80	16
sim4628	57	27334	35
sim4629	449	738	299
sim4630	21	2280	352
sim4631	102	15	12
sim4632	112	474	25
sim4633	36584	38	30
sim4634	18	21881	21
sim4635	206	3350	168
sim4636	12157	11863	46
sim4637	15	420	335
sim4638	94	40197	6828
sim4639	131	1139	13
sim4640	455	812	14
sim4641	9602	1672	238
sim4642	23019	1434	45
sim4643	15	30953	20760
sim4644	67	12063	38
sim4645	32	46611	39
sim4646	146	2538	34
sim4647	660	591	165
sim4648	75	2349	16
sim4649	1663	339	23
sim4650	1680	39	16
sim4651	405	547	41
sim4652	942	128	15
sim4653	193	37798	154
sim4654	82	8265	1944
sim4655	666	50	33
sim4656	966	207	111
sim4657	81	140	23
sim4658	663	99	22
sim4659	351	1047	21
sim4660	16	1028	33
sim4661	132	17440	11196
sim4662	36603	1096	875
sim4663	2390	35	14
sim4664	40	570	77
sim4665	18177	884	516
sim4666	16	401	234
sim4667	14	20650	4186
sim4668	13903	17	13
sim4669	24	18369	22
sim4670	329	25718	407
sim4671	33612	1938	50
sim4672	78	2591	1793
sim4673	249	1279	311
sim4674	13804	112	16
sim4675	21	19	11
sim4676	1549	9145	173
sim4677	4370	37888	39
sim4678	5208	25488	67
sim4679	318	19017	230
sim4680	6436	2443	191
sim4681	14	38	12
sim4682	807	243	11
sim4683	190	6376	412
sim4684	13501	1763	23
sim4685	1110	26	22
sim4686	1618	27	14
sim4687	2334	20251	54
sim4688	9702	110	16
sim4689	15	796	62
sim4690	15	90	83
sim4691	11	32530	15676
sim4692	393	8134	24
sim4693	47192	13949	121
sim4694	3160	35292	201
sim4695	16130	11	10
sim4696	12	221	147
sim4697	18490	4235	3614
sim4698	43923	35448	8245
sim4699	9686	27	12
sim4700	43	986	86
sim4701	206	102	10
sim4702	1352	17170	11366
sim4703	24	21231	13210
sim4704	2658	693	258
sim4705	5771	418	165
sim4706	189	45	38
sim4707	111	442	13
sim4708	52	193	70
sim4709	7222	135	12
sim4710	30	239	18
sim4711	29	7983	7261
sim4712	97	1531	847
sim4713	8603	114	15
sim4714	629	92	30
sim4715	77	26	17
sim4716	13	552	21
sim4717	24863	21	12
sim4718	229	1173	28
sim4719	887	201	110
sim4720	3017	8352	273
sim4721	13	7245	26
sim4722	877	61	37
sim4723	577	633	10
sim4724	249	865	668
sim4725	1293	563	425
sim4726	11	4914	189
sim4727	221	10895	53
sim4728	43655	1983	793
